0	0.030827298671914912
1	0.01850272519014794
2	0.022774111323674864
3	0.024579853366325274
4	0.022219875742990655
5	0.025846463828782362
6	0.022317008170225684
7	0.018934747110777632
8	0.040068270420677114
9	0.0186225166743321
10	0.023087435759722816
11	0.022466573805393592
12	0.03087715100752945
13	0.03196408926574013
14	0.02771922147782104
15	0.022213920571987657
16	0.017893300379752935
17	0.01792719962823015
18	0.020804663662844537
19	0.025962455182072502
20	0.018398412222946903
21	0.027920429817111483
22	0.02314778692057237
23	0.027876619841802792
24	0.026946574889359323
25	0.024899069144990973
26	0.021270536852113695
27	0.023878611241709143
28	0.022613291259026384
29	0.022410760109746224
30	0.017674543626148335
31	0.019070055818306866
32	0.0227083135560036
33	0.017974455691480904
34	0.020858007917603383
35	0.02129529748854918
36	0.01892299089108553
37	0.02446450547340103
38	0.020437279941005377
39	0.027244930243561616
40	0.02352998091482463
41	0.02494104761239875
42	0.026650808540944215
43	0.020988393560108037
44	0.01281383997705431
45	0.020088848426660384
46	0.019222403185888713
47	0.01719281930573163
48	0.028753838049700584
49	0.020196666239220208
